"","applicant_id","X1","team_applied_for","cover_letter","cv","gpa","gender","extracurriculars","work_experience","technical_skills","writing_skills","leadership_presence","speaking_skills","final_hired.x","pass_phase2.x","final_hired.y","pass_phase2.y","final_hired.x","pass_phase2.x","final_hired.y","pass_phase2.y"
"245",6140,245,"Software",1,1,3.8,"Woman",1,1,27,52,0,1,0,0,NA,NA,0,0,NA,NA
"246",6170,246,"Data",1,1,2.9,"Man",1,1,39,14,4,5,0,0,NA,NA,0,0,NA,NA
"247",6190,247,"Data",1,1,3.1,"Man",1,1,78,48,2,5,0,0,NA,NA,0,0,NA,NA
"248",6200,248,"Data",1,1,2.4,"Woman",1,1,57,46,4,3,0,0,NA,NA,0,0,NA,NA
"249",6230,249,"Data",1,1,3.9,"Woman",1,1,45,54,3,3,0,0,NA,NA,0,0,NA,NA
"250",6330,250,"Software",1,1,3,"Man",1,1,59,52,2,9,0,0,NA,NA,0,0,NA,NA
"251",6340,251,"Data",1,1,2.2,"Man",1,1,62,33,4,3,0,0,NA,NA,0,0,NA,NA
"252",6350,252,"Software",1,1,3.2,"Man",1,1,32,39,1,1,0,0,NA,NA,0,0,NA,NA
"253",6360,253,"Software",1,1,3.8,"Man",2,1,37,59,4,5,0,0,NA,NA,0,0,NA,NA
"254",6380,254,"Software",1,1,3.5,"Woman",2,2,48,61,3,4,0,0,NA,NA,0,0,NA,NA
"255",6390,255,"Software",1,1,3.5,"Man",2,2,68,61,1,3,0,0,NA,NA,0,0,NA,NA
"256",6410,256,"Software",1,1,2.9,"Woman",1,1,3,27,5,1,0,0,NA,NA,0,0,NA,NA
"257",6420,257,"Software",1,1,2.8,"Woman",2,1,42,23,5,2,0,0,NA,NA,0,0,NA,NA
"258",6440,258,"Software",1,1,2.2,"Man",1,1,10,53,3,6,0,0,NA,NA,0,0,NA,NA
"259",6450,259,"Software",1,1,2.4,"Man",1,1,36,25,3,6,0,0,NA,NA,0,0,NA,NA
"260",6460,260,"Software",1,1,3.5,"Man",2,1,42,25,9,2,0,0,NA,NA,0,0,NA,NA
"261",6480,261,"Data",1,1,2.8,"Man",1,1,67,38,4,9,0,0,NA,NA,0,0,NA,NA
"262",6490,262,"Data",1,1,3.4,"Man",1,1,45,44,3,6,0,0,NA,NA,0,0,NA,NA
"263",6520,263,"Data",1,1,3.2,"Woman",1,1,83,16,5,1,0,0,NA,NA,0,0,NA,NA
"264",6540,264,"Data",1,1,2.9,"Man",1,1,44,32,5,2,0,0,NA,NA,0,0,NA,NA
"265",6560,265,"Software",1,1,2.6,"Woman",1,1,41,69,2,2,0,0,NA,NA,0,0,NA,NA
"266",6570,266,"Software",1,1,3.8,"Man",2,1,50,44,1,3,0,0,NA,NA,0,0,NA,NA
"267",6580,267,"Software",1,1,3.9,"Woman",2,1,87,78,6,2,0,0,NA,NA,0,0,NA,NA
"268",6590,268,"Software",1,1,3.2,"Woman",2,1,54,45,8,2,0,0,NA,NA,0,0,NA,NA
"269",6600,269,"Data",1,1,2.2,"Man",1,1,25,61,5,3,0,0,NA,NA,0,0,NA,NA
"270",6620,270,"Data",1,1,2.3,"Man",1,1,11,20,7,6,0,0,NA,NA,0,0,NA,NA
"271",6630,271,"Software",1,1,3.6,"Man",2,1,44,62,10,7,1,1,1,1,1,1,1,1
"272",6670,272,"Software",1,1,2.3,"Man",1,1,58,37,1,7,0,0,NA,NA,0,0,NA,NA
"273",6680,273,"Software",1,1,3.5,"Woman",1,1,17,100,5,3,0,0,NA,NA,0,0,NA,NA
"274",6690,274,"Data",1,1,3.7,"Man",1,1,21,27,4,3,0,0,NA,NA,0,0,NA,NA
"275",6720,275,"Software",1,1,2.5,"Woman",2,1,35,52,6,7,0,0,NA,NA,0,0,NA,NA
"276",6730,276,"Software",1,1,3.2,"Man",2,1,87,59,3,3,0,0,NA,NA,0,0,NA,NA
"277",6750,277,"Software",1,1,2.7,"Woman",1,1,68,38,7,3,0,0,NA,NA,0,0,NA,NA
"278",6760,278,"Data",1,1,3.8,"Woman",1,1,60,27,3,3,0,0,NA,NA,0,0,NA,NA
"279",6770,279,"Data",1,1,2.9,"Woman",1,1,48,11,1,4,0,0,NA,NA,0,0,NA,NA
"280",6780,280,"Data",1,1,3.8,"Woman",1,2,72,70,4,5,0,0,NA,NA,0,0,NA,NA
"281",6790,281,"Data",1,1,3.4,"Man",2,2,39,65,8,3,0,0,NA,NA,0,0,NA,NA
"282",6800,282,"Data",1,1,3.1,"Man",2,1,73,47,4,1,0,0,NA,NA,0,0,NA,NA
"283",6810,283,"Software",1,1,3.5,"Man",2,2,55,38,7,5,0,0,NA,NA,0,0,NA,NA
"284",6820,284,"Software",1,1,3.8,"Woman",2,1,34,72,4,2,0,0,NA,NA,0,0,NA,NA
"285",6840,285,"Software",1,1,2,"Woman",1,1,60,38,2,7,0,0,NA,NA,0,0,NA,NA
"286",6860,286,"Data",1,1,3.6,"Woman",1,2,17,68,6,6,0,0,NA,NA,0,0,NA,NA
"287",6870,287,"Software",1,1,3.5,"Man",2,1,25,32,5,3,0,0,NA,NA,0,0,NA,NA
"288",6900,288,"Software",1,1,3.1,"Man",1,1,67,34,0,3,0,0,NA,NA,0,0,NA,NA
"289",6930,289,"Data",1,1,3.8,"Woman",1,2,42,42,7,3,0,0,NA,NA,0,0,NA,NA
"290",6970,290,"Data",1,1,3.2,"Woman",1,1,50,27,5,1,0,0,NA,NA,0,0,NA,NA
"291",7000,291,"Data",1,1,2.5,"Man",1,1,51,34,6,5,0,0,NA,NA,0,0,NA,NA
"292",7020,292,"Software",1,1,2.9,"Man",1,1,38,63,6,3,0,0,NA,NA,0,0,NA,NA
"293",7030,293,"Data",1,1,3.9,"Man",1,1,63,23,9,6,0,0,NA,NA,0,0,NA,NA
"294",7040,294,"Data",1,1,2.4,"Man",1,1,58,23,8,3,0,0,NA,NA,0,0,NA,NA
"295",7060,295,"Software",1,1,2.9,"Man",1,1,42,16,5,4,0,0,NA,NA,0,0,NA,NA
"296",7080,296,"Data",1,1,2.4,"Woman",1,1,59,46,1,0,0,0,NA,NA,0,0,NA,NA
"297",7100,297,"Data",1,1,3.9,"Man",2,1,90,35,3,8,0,0,NA,NA,0,0,NA,NA
"298",7110,298,"Software",1,1,3.8,"Man",2,1,27,50,7,3,0,0,NA,NA,0,0,NA,NA
"299",7120,299,"Data",1,1,3.4,"Man",1,1,65,54,5,2,0,0,NA,NA,0,0,NA,NA
"300",7130,300,"Data",1,1,3.4,"Man",1,2,30,31,6,5,0,0,NA,NA,0,0,NA,NA
