"","employee_id","gender","team","financial_q","role_seniority","leadership_for_level","productivity","salary","quarter","year","seniority"
"1080",24474,"Man","Client services","2017 Q3","Senior III","Appropriate for level",68,47800,"3",2017,"Senior"
"1081",24474,"Man","Client services","2017 Q2","Senior III","Exceeds expectations",67,47800,"2",2017,"Senior"
"1082",24474,"Man","Client services","2017 Q1","Senior III","Appropriate for level",68,47800,"1",2017,"Senior"
"1083",24473,"Woman","Client services","2020 Q4","Director","Appropriate for level",57,122000,"4",2020,"Director"
"1084",24473,"Woman","Client services","2020 Q3","Director","Appropriate for level",56,122000,"3",2020,"Director"
"1085",24473,"Woman","Client services","2020 Q2","Director","Appropriate for level",54,122000,"2",2020,"Director"
"1086",24473,"Woman","Client services","2020 Q1","Director","Appropriate for level",54,122000,"1",2020,"Director"
"1087",24473,"Woman","Client services","2019 Q4","Director","Appropriate for level",54,122000,"4",2019,"Director"
"1088",24473,"Woman","Client services","2019 Q3","Director","Appropriate for level",55,122000,"3",2019,"Director"
"1089",24473,"Woman","Client services","2019 Q2","Director","Appropriate for level",55,122000,"2",2019,"Director"
"1090",24473,"Woman","Client services","2019 Q1","Director","Appropriate for level",55,122000,"1",2019,"Director"
"1091",24473,"Woman","Client services","2018 Q4","Director","Appropriate for level",52,122000,"4",2018,"Director"
"1092",24473,"Woman","Client services","2018 Q3","Director","Appropriate for level",54,122000,"3",2018,"Director"
"1093",24473,"Woman","Client services","2018 Q2","Director","Appropriate for level",54,122000,"2",2018,"Director"
"1094",24473,"Woman","Client services","2018 Q1","Director","Appropriate for level",52,122000,"1",2018,"Director"
"1095",24473,"Woman","Client services","2017 Q4","Manager","Appropriate for level",59,72000,"4",2017,"Manager"
"1096",24473,"Woman","Client services","2017 Q3","Manager","Appropriate for level",39,72000,"3",2017,"Manager"
"1097",24473,"Woman","Client services","2017 Q2","Senior III","Appropriate for level",70,48500,"2",2017,"Senior"
"1098",24473,"Woman","Client services","2017 Q1","Senior III","Appropriate for level",50,48500,"1",2017,"Senior"
"1099",24473,"Woman","Client services","2016 Q4","Senior III","Appropriate for level",50,48500,"4",2016,"Senior"
"1100",24473,"Woman","Client services","2016 Q3","Senior III","Appropriate for level",48,48500,"3",2016,"Senior"
"1101",24473,"Woman","Client services","2016 Q2","Senior III","Appropriate for level",48,48500,"2",2016,"Senior"
"1102",24473,"Woman","Client services","2016 Q1","Senior III","Appropriate for level",48,48500,"1",2016,"Senior"
"1103",24473,"Woman","Client services","2015 Q4","Senior III","Appropriate for level",48,48500,"4",2015,"Senior"
"1104",24473,"Woman","Client services","2015 Q3","Senior III","Appropriate for level",48,48500,"3",2015,"Senior"
"1105",24472,"Man","Client services","2020 Q4","Director","Appropriate for level",49,120900,"4",2020,"Director"
"1106",24472,"Man","Client services","2020 Q3","Director","Appropriate for level",49,120900,"3",2020,"Director"
"1107",24472,"Man","Client services","2020 Q2","Director","Appropriate for level",49,120900,"2",2020,"Director"
"1108",24472,"Man","Client services","2020 Q1","Director","Appropriate for level",49,120900,"1",2020,"Director"
"1109",24472,"Man","Client services","2019 Q4","Director","Appropriate for level",48,120900,"4",2019,"Director"
"1110",24472,"Man","Client services","2019 Q3","Director","Appropriate for level",47,120900,"3",2019,"Director"
"1111",24472,"Man","Client services","2019 Q2","Director","Appropriate for level",47,120900,"2",2019,"Director"
"1112",24472,"Man","Client services","2019 Q1","Manager","Appropriate for level",62,70900,"1",2019,"Manager"
"1113",24472,"Man","Client services","2018 Q4","Manager","Appropriate for level",43,70900,"4",2018,"Manager"
"1114",24472,"Man","Client services","2018 Q3","Manager","Appropriate for level",42,70900,"3",2018,"Manager"
"1115",24472,"Man","Client services","2018 Q2","Manager","Appropriate for level",41,70900,"2",2018,"Manager"
"1116",24471,"Man","Client services","2020 Q4","Vice president","Appropriate for level",47,150600,"4",2020,"Vice president"
"1117",24471,"Man","Client services","2020 Q3","Vice president","Appropriate for level",48,150600,"3",2020,"Vice president"
"1118",24471,"Man","Client services","2020 Q2","Vice president","Appropriate for level",47,150600,"2",2020,"Vice president"
"1119",24471,"Man","Client services","2020 Q1","Vice president","Appropriate for level",47,150600,"1",2020,"Vice president"
"1120",24471,"Man","Client services","2019 Q4","Vice president","Appropriate for level",47,150600,"4",2019,"Vice president"
"1121",24471,"Man","Client services","2019 Q3","Vice president","Appropriate for level",47,150600,"3",2019,"Vice president"
"1122",24471,"Man","Client services","2019 Q2","Vice president","Appropriate for level",45,150600,"2",2019,"Vice president"
"1123",24471,"Man","Client services","2019 Q1","Vice president","Appropriate for level",44,150600,"1",2019,"Vice president"
"1124",24471,"Man","Client services","2018 Q4","Vice president","Appropriate for level",45,150600,"4",2018,"Vice president"
"1125",24471,"Man","Client services","2018 Q3","Vice president","Appropriate for level",44,150600,"3",2018,"Vice president"
"1126",24471,"Man","Client services","2018 Q2","Vice president","Appropriate for level",44,150600,"2",2018,"Vice president"
"1127",24471,"Man","Client services","2018 Q1","Vice president","Appropriate for level",44,150600,"1",2018,"Vice president"
"1128",24471,"Man","Client services","2017 Q4","Director","Exceeds expectations",76,120600,"4",2017,"Director"
"1129",24471,"Man","Client services","2017 Q3","Director","Appropriate for level",56,120600,"3",2017,"Director"
"1130",24471,"Man","Client services","2017 Q2","Manager","Appropriate for level",83,70600,"2",2017,"Manager"
"1131",24471,"Man","Client services","2017 Q1","Manager","Appropriate for level",62,70600,"1",2017,"Manager"
"1132",24471,"Man","Client services","2016 Q4","Manager","Appropriate for level",62,70600,"4",2016,"Manager"
"1133",24470,"Woman","Data","2020 Q4","Entry-level","Needs improvement",46,34900,"4",2020,"Junior"
"1134",24470,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",46,34900,"3",2020,"Junior"
"1135",24470,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",46,34900,"2",2020,"Junior"
"1136",24470,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",46,34900,"1",2020,"Junior"
"1137",24469,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",44,30900,"4",2020,"Junior"
"1138",24469,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",45,30900,"3",2020,"Junior"
"1139",24469,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",46,30900,"2",2020,"Junior"
"1140",24469,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",42,30900,"1",2020,"Junior"
"1141",24469,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",44,30900,"4",2019,"Junior"
"1142",24468,"Woman","Data","2020 Q4","Entry-level","Needs improvement",28,28000,"4",2020,"Junior"
"1143",24468,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",26,28000,"3",2020,"Junior"
"1144",24468,"Woman","Data","2020 Q2","Entry-level","Needs improvement",27,28000,"2",2020,"Junior"
"1145",24468,"Woman","Data","2020 Q1","Entry-level","Needs improvement",26,28000,"1",2020,"Junior"
"1146",24468,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",25,28000,"4",2019,"Junior"
"1147",24468,"Woman","Data","2019 Q3","Entry-level","Needs improvement",26,28000,"3",2019,"Junior"
"1148",24467,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",53,33200,"4",2020,"Junior"
"1149",24467,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",53,33200,"3",2020,"Junior"
"1150",24467,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",51,33200,"2",2020,"Junior"
"1151",24467,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",52,33200,"1",2020,"Junior"
"1152",24466,"Man","Data","2020 Q4","Entry-level","Appropriate for level",74,32200,"4",2020,"Junior"
"1153",24466,"Man","Data","2020 Q3","Entry-level","Exceeds expectations",73,32200,"3",2020,"Junior"
"1154",24466,"Man","Data","2020 Q2","Entry-level","Appropriate for level",74,32200,"2",2020,"Junior"
"1155",24466,"Man","Data","2020 Q1","Entry-level","Appropriate for level",73,32200,"1",2020,"Junior"
"1156",24466,"Man","Data","2019 Q4","Entry-level","Appropriate for level",73,32200,"4",2019,"Junior"
"1157",24466,"Man","Data","2019 Q3","Entry-level","Appropriate for level",73,32200,"3",2019,"Junior"
"1158",24465,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",56,31800,"4",2020,"Junior"
"1159",24464,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",48,27100,"4",2020,"Junior"
"1160",24464,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",47,27100,"3",2020,"Junior"
"1161",24463,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",52,30700,"4",2020,"Junior"
"1162",24463,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",52,30700,"3",2020,"Junior"
"1163",24463,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",49,30700,"2",2020,"Junior"
"1164",24463,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",49,30700,"1",2020,"Junior"
"1165",24462,"Man","Data","2020 Q4","Entry-level","Appropriate for level",41,28400,"4",2020,"Junior"
"1166",24462,"Man","Data","2020 Q3","Entry-level","Appropriate for level",41,28400,"3",2020,"Junior"
"1167",24462,"Man","Data","2020 Q2","Entry-level","Appropriate for level",40,28400,"2",2020,"Junior"
"1168",24462,"Man","Data","2020 Q1","Entry-level","Appropriate for level",40,28400,"1",2020,"Junior"
"1169",24461,"Man","Data","2020 Q4","Entry-level","Appropriate for level",61,36800,"4",2020,"Junior"
"1170",24461,"Man","Data","2020 Q3","Entry-level","Appropriate for level",62,36800,"3",2020,"Junior"
"1171",24461,"Man","Data","2020 Q2","Entry-level","Appropriate for level",61,36800,"2",2020,"Junior"
"1172",24461,"Man","Data","2020 Q1","Entry-level","Appropriate for level",60,36800,"1",2020,"Junior"
"1173",24460,"Man","Data","2020 Q4","Entry-level","Appropriate for level",32,33000,"4",2020,"Junior"
"1174",24459,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",84,33900,"4",2020,"Junior"
"1175",24459,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",85,33900,"3",2020,"Junior"
"1176",24459,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",84,33900,"2",2020,"Junior"
"1177",24459,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",85,33900,"1",2020,"Junior"
"1178",24458,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",65,28300,"4",2020,"Junior"
"1179",24458,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",65,28300,"3",2020,"Junior"
"1180",24458,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",63,28300,"2",2020,"Junior"
"1181",24458,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",67,28300,"1",2020,"Junior"
"1182",24458,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",65,28300,"4",2019,"Junior"
"1183",24458,"Woman","Data","2019 Q3","Entry-level","Appropriate for level",65,28300,"3",2019,"Junior"
"1184",24457,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",45,31200,"4",2020,"Junior"
"1185",24457,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",45,31200,"3",2020,"Junior"
"1186",24457,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",45,31200,"2",2020,"Junior"
"1187",24456,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",27,29700,"4",2020,"Junior"
"1188",24456,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",27,29700,"3",2020,"Junior"
"1189",24456,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",26,29700,"2",2020,"Junior"
"1190",24456,"Woman","Data","2020 Q1","Entry-level","Needs improvement",25,29700,"1",2020,"Junior"
"1191",24455,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",42,29300,"4",2020,"Junior"
"1192",24455,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",41,29300,"3",2020,"Junior"
"1193",24455,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",40,29300,"2",2020,"Junior"
"1194",24455,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",41,29300,"1",2020,"Junior"
"1195",24454,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",52,32400,"4",2020,"Junior"
"1196",24454,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",52,32400,"3",2020,"Junior"
"1197",24454,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",52,32400,"2",2020,"Junior"
"1198",24454,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",52,32400,"1",2020,"Junior"
"1199",24454,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",50,32400,"4",2019,"Junior"
"1200",24454,"Woman","Data","2019 Q3","Entry-level","Appropriate for level",51,32400,"3",2019,"Junior"
"1201",24453,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",65,26800,"4",2020,"Junior"
"1202",24453,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",64,26800,"3",2020,"Junior"
"1203",24453,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",65,26800,"2",2020,"Junior"
"1204",24453,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",64,26800,"1",2020,"Junior"
"1205",24452,"Woman","Data","2020 Q4","Entry-level","Appropriate for level",51,26300,"4",2020,"Junior"
"1206",24452,"Woman","Data","2020 Q3","Entry-level","Appropriate for level",51,26300,"3",2020,"Junior"
"1207",24452,"Woman","Data","2020 Q2","Entry-level","Appropriate for level",50,26300,"2",2020,"Junior"
"1208",24452,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",51,26300,"1",2020,"Junior"
"1209",24452,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",49,26300,"4",2019,"Junior"
"1210",24451,"Man","Data","2020 Q4","Entry-level","Appropriate for level",60,36900,"4",2020,"Junior"
"1211",24451,"Man","Data","2020 Q3","Entry-level","Appropriate for level",58,36900,"3",2020,"Junior"
"1212",24451,"Man","Data","2020 Q2","Entry-level","Appropriate for level",58,36900,"2",2020,"Junior"
"1213",24451,"Man","Data","2020 Q1","Entry-level","Appropriate for level",58,36900,"1",2020,"Junior"
"1214",24450,"Man","Data","2020 Q4","Junior I","Appropriate for level",38,35700,"4",2020,"Junior"
"1215",24450,"Man","Data","2020 Q3","Junior I","Appropriate for level",39,35700,"3",2020,"Junior"
"1216",24450,"Man","Data","2020 Q2","Junior I","Appropriate for level",38,35700,"2",2020,"Junior"
"1217",24450,"Man","Data","2020 Q1","Entry-level","Appropriate for level",68,29700,"1",2020,"Junior"
"1218",24450,"Man","Data","2019 Q4","Entry-level","Appropriate for level",49,29700,"4",2019,"Junior"
"1219",24449,"Man","Data","2020 Q4","Junior I","Appropriate for level",64,38600,"4",2020,"Junior"
"1220",24449,"Man","Data","2020 Q3","Junior I","Appropriate for level",62,38600,"3",2020,"Junior"
"1221",24449,"Man","Data","2020 Q2","Junior I","Appropriate for level",64,38600,"2",2020,"Junior"
"1222",24449,"Man","Data","2020 Q1","Junior I","Appropriate for level",63,38600,"1",2020,"Junior"
"1223",24449,"Man","Data","2019 Q4","Junior I","Appropriate for level",61,38600,"4",2019,"Junior"
"1224",24449,"Man","Data","2019 Q3","Junior I","Appropriate for level",62,38600,"3",2019,"Junior"
"1225",24449,"Man","Data","2019 Q2","Junior I","Appropriate for level",60,38600,"2",2019,"Junior"
"1226",24449,"Man","Data","2019 Q1","Junior I","Appropriate for level",59,38600,"1",2019,"Junior"
"1227",24449,"Man","Data","2018 Q4","Junior I","Appropriate for level",60,38600,"4",2018,"Junior"
"1228",24449,"Man","Data","2018 Q3","Junior I","Appropriate for level",60,38600,"3",2018,"Junior"
"1229",24449,"Man","Data","2018 Q2","Junior I","Appropriate for level",59,38600,"2",2018,"Junior"
"1230",24449,"Man","Data","2018 Q1","Junior I","Appropriate for level",59,38600,"1",2018,"Junior"
"1231",24448,"Man","Data","2020 Q4","Junior I","Appropriate for level",68,36500,"4",2020,"Junior"
"1232",24448,"Man","Data","2020 Q3","Junior I","Appropriate for level",67,36500,"3",2020,"Junior"
"1233",24448,"Man","Data","2020 Q2","Junior I","Appropriate for level",67,36500,"2",2020,"Junior"
"1234",24448,"Man","Data","2020 Q1","Junior I","Appropriate for level",68,36500,"1",2020,"Junior"
"1235",24448,"Man","Data","2019 Q4","Entry-level","Appropriate for level",73,30500,"4",2019,"Junior"
"1236",24448,"Man","Data","2019 Q3","Entry-level","Appropriate for level",53,30500,"3",2019,"Junior"
"1237",24448,"Man","Data","2019 Q2","Entry-level","Appropriate for level",51,30500,"2",2019,"Junior"
"1238",24448,"Man","Data","2019 Q1","Entry-level","Appropriate for level",51,30500,"1",2019,"Junior"
"1239",24448,"Man","Data","2018 Q4","Entry-level","Appropriate for level",51,30500,"4",2018,"Junior"
"1240",24448,"Man","Data","2018 Q3","Entry-level","Appropriate for level",51,30500,"3",2018,"Junior"
"1241",24447,"Woman","Data","2020 Q4","Junior I","Appropriate for level",39,35700,"4",2020,"Junior"
"1242",24447,"Woman","Data","2020 Q3","Junior I","Appropriate for level",39,35700,"3",2020,"Junior"
"1243",24447,"Woman","Data","2020 Q2","Junior I","Appropriate for level",39,35700,"2",2020,"Junior"
"1244",24447,"Woman","Data","2020 Q1","Junior I","Appropriate for level",40,35700,"1",2020,"Junior"
"1245",24447,"Woman","Data","2019 Q4","Junior I","Appropriate for level",40,35700,"4",2019,"Junior"
"1246",24447,"Woman","Data","2019 Q3","Entry-level","Appropriate for level",76,29700,"3",2019,"Junior"
"1247",24447,"Woman","Data","2019 Q2","Entry-level","Appropriate for level",56,29700,"2",2019,"Junior"
"1248",24447,"Woman","Data","2019 Q1","Entry-level","Appropriate for level",55,29700,"1",2019,"Junior"
"1249",24447,"Woman","Data","2018 Q4","Entry-level","Appropriate for level",54,29700,"4",2018,"Junior"
"1250",24447,"Woman","Data","2018 Q3","Entry-level","Appropriate for level",55,29700,"3",2018,"Junior"
"1251",24447,"Woman","Data","2018 Q2","Entry-level","Appropriate for level",55,29700,"2",2018,"Junior"
"1252",24447,"Woman","Data","2018 Q1","Entry-level","Appropriate for level",52,29700,"1",2018,"Junior"
"1253",24446,"Woman","Data","2020 Q4","Junior I","Appropriate for level",32,39800,"4",2020,"Junior"
"1254",24446,"Woman","Data","2020 Q3","Junior I","Needs improvement",31,39800,"3",2020,"Junior"
"1255",24446,"Woman","Data","2020 Q2","Junior I","Appropriate for level",32,39800,"2",2020,"Junior"
"1256",24446,"Woman","Data","2020 Q1","Junior I","Appropriate for level",30,39800,"1",2020,"Junior"
"1257",24446,"Woman","Data","2019 Q4","Junior I","Appropriate for level",30,39800,"4",2019,"Junior"
"1258",24446,"Woman","Data","2019 Q3","Junior I","Appropriate for level",30,39800,"3",2019,"Junior"
"1259",24446,"Woman","Data","2019 Q2","Junior I","Appropriate for level",29,39800,"2",2019,"Junior"
"1260",24446,"Woman","Data","2019 Q1","Junior I","Appropriate for level",29,39800,"1",2019,"Junior"
"1261",24446,"Woman","Data","2018 Q4","Junior I","Appropriate for level",29,39800,"4",2018,"Junior"
"1262",24445,"Woman","Data","2020 Q4","Junior I","Appropriate for level",32,39900,"4",2020,"Junior"
"1263",24445,"Woman","Data","2020 Q3","Junior I","Appropriate for level",31,39900,"3",2020,"Junior"
"1264",24445,"Woman","Data","2020 Q2","Junior I","Appropriate for level",29,39900,"2",2020,"Junior"
"1265",24445,"Woman","Data","2020 Q1","Junior I","Appropriate for level",29,39900,"1",2020,"Junior"
"1266",24445,"Woman","Data","2019 Q4","Junior I","Appropriate for level",30,39900,"4",2019,"Junior"
"1267",24445,"Woman","Data","2019 Q3","Junior I","Appropriate for level",31,39900,"3",2019,"Junior"
"1268",24445,"Woman","Data","2019 Q2","Junior I","Appropriate for level",31,39900,"2",2019,"Junior"
"1269",24445,"Woman","Data","2019 Q1","Junior I","Appropriate for level",31,39900,"1",2019,"Junior"
"1270",24444,"Man","Data","2020 Q4","Junior I","Appropriate for level",42,41500,"4",2020,"Junior"
"1271",24444,"Man","Data","2020 Q3","Junior I","Exceeds expectations",42,41500,"3",2020,"Junior"
"1272",24444,"Man","Data","2020 Q2","Junior I","Appropriate for level",40,41500,"2",2020,"Junior"
"1273",24444,"Man","Data","2020 Q1","Junior I","Appropriate for level",42,41500,"1",2020,"Junior"
"1274",24444,"Man","Data","2019 Q4","Entry-level","Appropriate for level",58,35500,"4",2019,"Junior"
"1275",24444,"Man","Data","2019 Q3","Entry-level","Appropriate for level",39,35500,"3",2019,"Junior"
"1276",24444,"Man","Data","2019 Q2","Entry-level","Appropriate for level",38,35500,"2",2019,"Junior"
"1277",24444,"Man","Data","2019 Q1","Entry-level","Appropriate for level",36,35500,"1",2019,"Junior"
"1278",24443,"Man","Data","2020 Q4","Junior I","Appropriate for level",42,41700,"4",2020,"Junior"
"1279",24443,"Man","Data","2020 Q3","Junior I","Appropriate for level",40,41700,"3",2020,"Junior"
"1280",24443,"Man","Data","2020 Q2","Junior I","Appropriate for level",40,41700,"2",2020,"Junior"
"1281",24443,"Man","Data","2020 Q1","Junior I","Appropriate for level",40,41700,"1",2020,"Junior"
"1282",24443,"Man","Data","2019 Q4","Junior I","Appropriate for level",40,41700,"4",2019,"Junior"
"1283",24443,"Man","Data","2019 Q3","Junior I","Appropriate for level",40,41700,"3",2019,"Junior"
"1284",24443,"Man","Data","2019 Q2","Junior I","Appropriate for level",38,41700,"2",2019,"Junior"
"1285",24443,"Man","Data","2019 Q1","Junior I","Appropriate for level",37,41700,"1",2019,"Junior"
"1286",24443,"Man","Data","2018 Q4","Junior I","Appropriate for level",37,41700,"4",2018,"Junior"
"1287",24443,"Man","Data","2018 Q3","Entry-level","Exceeds expectations",65,35700,"3",2018,"Junior"
"1288",24442,"Woman","Data","2020 Q4","Junior I","Appropriate for level",53,32500,"4",2020,"Junior"
"1289",24442,"Woman","Data","2020 Q3","Junior I","Appropriate for level",53,32500,"3",2020,"Junior"
"1290",24442,"Woman","Data","2020 Q2","Junior I","Appropriate for level",53,32500,"2",2020,"Junior"
"1291",24442,"Woman","Data","2020 Q1","Junior I","Appropriate for level",52,32500,"1",2020,"Junior"
"1292",24442,"Woman","Data","2019 Q4","Junior I","Appropriate for level",52,32500,"4",2019,"Junior"
"1293",24442,"Woman","Data","2019 Q3","Junior I","Appropriate for level",51,32500,"3",2019,"Junior"
"1294",24442,"Woman","Data","2019 Q2","Junior I","Appropriate for level",51,32500,"2",2019,"Junior"
"1295",24442,"Woman","Data","2019 Q1","Junior I","Appropriate for level",52,32500,"1",2019,"Junior"
"1296",24442,"Woman","Data","2018 Q4","Entry-level","Appropriate for level",79,26500,"4",2018,"Junior"
"1297",24441,"Woman","Data","2020 Q4","Junior I","Appropriate for level",62,37700,"4",2020,"Junior"
"1298",24441,"Woman","Data","2020 Q3","Junior I","Appropriate for level",62,37700,"3",2020,"Junior"
"1299",24441,"Woman","Data","2020 Q2","Junior I","Appropriate for level",60,37700,"2",2020,"Junior"
"1300",24441,"Woman","Data","2020 Q1","Junior I","Appropriate for level",59,37700,"1",2020,"Junior"
"1301",24441,"Woman","Data","2019 Q4","Junior I","Appropriate for level",60,37700,"4",2019,"Junior"
"1302",24441,"Woman","Data","2019 Q3","Junior I","Appropriate for level",60,37700,"3",2019,"Junior"
"1303",24441,"Woman","Data","2019 Q2","Junior I","Appropriate for level",60,37700,"2",2019,"Junior"
"1304",24441,"Woman","Data","2019 Q1","Junior I","Appropriate for level",60,37700,"1",2019,"Junior"
"1305",24440,"Woman","Data","2020 Q4","Junior I","Appropriate for level",37,35200,"4",2020,"Junior"
"1306",24440,"Woman","Data","2020 Q3","Junior I","Appropriate for level",36,35200,"3",2020,"Junior"
"1307",24440,"Woman","Data","2020 Q2","Junior I","Appropriate for level",38,35200,"2",2020,"Junior"
"1308",24440,"Woman","Data","2020 Q1","Entry-level","Appropriate for level",88,29200,"1",2020,"Junior"
"1309",24440,"Woman","Data","2019 Q4","Entry-level","Appropriate for level",66,29200,"4",2019,"Junior"
"1310",24440,"Woman","Data","2019 Q3","Entry-level","Appropriate for level",65,29200,"3",2019,"Junior"
"1311",24440,"Woman","Data","2019 Q2","Entry-level","Appropriate for level",67,29200,"2",2019,"Junior"
"1312",24440,"Woman","Data","2019 Q1","Entry-level","Appropriate for level",66,29200,"1",2019,"Junior"
"1313",24439,"Woman","Data","2020 Q4","Junior I","Appropriate for level",38,34100,"4",2020,"Junior"
"1314",24439,"Woman","Data","2020 Q3","Junior I","Appropriate for level",37,34100,"3",2020,"Junior"
"1315",24439,"Woman","Data","2020 Q2","Junior I","Appropriate for level",36,34100,"2",2020,"Junior"
"1316",24439,"Woman","Data","2020 Q1","Junior I","Appropriate for level",36,34100,"1",2020,"Junior"
"1317",24439,"Woman","Data","2019 Q4","Junior I","Appropriate for level",35,34100,"4",2019,"Junior"
"1318",24439,"Woman","Data","2019 Q3","Junior I","Appropriate for level",35,34100,"3",2019,"Junior"
"1319",24438,"Man","Data","2020 Q4","Junior I","Appropriate for level",54,40000,"4",2020,"Junior"
"1320",24438,"Man","Data","2020 Q3","Junior I","Appropriate for level",53,40000,"3",2020,"Junior"
"1321",24438,"Man","Data","2020 Q2","Junior I","Appropriate for level",52,40000,"2",2020,"Junior"
"1322",24438,"Man","Data","2020 Q1","Junior I","Appropriate for level",54,40000,"1",2020,"Junior"
"1323",24438,"Man","Data","2019 Q4","Junior I","Appropriate for level",54,40000,"4",2019,"Junior"
"1324",24438,"Man","Data","2019 Q3","Junior I","Appropriate for level",52,40000,"3",2019,"Junior"
"1325",24438,"Man","Data","2019 Q2","Junior I","Appropriate for level",52,40000,"2",2019,"Junior"
"1326",24438,"Man","Data","2019 Q1","Junior I","Appropriate for level",51,40000,"1",2019,"Junior"
"1327",24438,"Man","Data","2018 Q4","Junior I","Appropriate for level",50,40000,"4",2018,"Junior"
"1328",24438,"Man","Data","2018 Q3","Junior I","Appropriate for level",51,40000,"3",2018,"Junior"
"1329",24438,"Man","Data","2018 Q2","Junior I","Appropriate for level",50,40000,"2",2018,"Junior"
"1330",24438,"Man","Data","2018 Q1","Junior I","Appropriate for level",50,40000,"1",2018,"Junior"
"1331",24437,"Woman","Data","2020 Q4","Junior I","Appropriate for level",47,40500,"4",2020,"Junior"
"1332",24437,"Woman","Data","2020 Q3","Junior I","Appropriate for level",44,40500,"3",2020,"Junior"
"1333",24437,"Woman","Data","2020 Q2","Junior I","Appropriate for level",46,40500,"2",2020,"Junior"
"1334",24437,"Woman","Data","2020 Q1","Junior I","Appropriate for level",45,40500,"1",2020,"Junior"
"1335",24437,"Woman","Data","2019 Q4","Junior I","Appropriate for level",45,40500,"4",2019,"Junior"
"1336",24437,"Woman","Data","2019 Q3","Junior I","Needs improvement",45,40500,"3",2019,"Junior"
"1337",24437,"Woman","Data","2019 Q2","Junior I","Appropriate for level",45,40500,"2",2019,"Junior"
"1338",24437,"Woman","Data","2019 Q1","Junior I","Appropriate for level",44,40500,"1",2019,"Junior"
"1339",24437,"Woman","Data","2018 Q4","Junior I","Appropriate for level",43,40500,"4",2018,"Junior"
"1340",24437,"Woman","Data","2018 Q3","Junior I","Appropriate for level",42,40500,"3",2018,"Junior"
"1341",24437,"Woman","Data","2018 Q2","Junior I","Appropriate for level",43,40500,"2",2018,"Junior"
"1342",24436,"Woman","Data","2020 Q4","Junior I","Appropriate for level",52,31200,"4",2020,"Junior"
"1343",24436,"Woman","Data","2020 Q3","Junior I","Appropriate for level",50,31200,"3",2020,"Junior"
"1344",24436,"Woman","Data","2020 Q2","Junior I","Appropriate for level",50,31200,"2",2020,"Junior"
"1345",24436,"Woman","Data","2020 Q1","Junior I","Appropriate for level",50,31200,"1",2020,"Junior"
"1346",24436,"Woman","Data","2019 Q4","Junior I","Appropriate for level",52,31200,"4",2019,"Junior"
"1347",24436,"Woman","Data","2019 Q3","Junior I","Needs improvement",50,31200,"3",2019,"Junior"
