"","applicant_id","X1","team_applied_for","cover_letter","cv","gpa","gender","extracurriculars","work_experience","final_hired.x","pass_phase1.x","final_hired.y","pass_phase1.y","final_hired.x","pass_phase1.x","final_hired.y","pass_phase1.y"
"291",3910,291,"Data",1,1,4,"Man",2,2,0,1,NA,1,0,1,NA,1
"292",3920,292,"Software",1,1,3.5,"Woman",2,1,0,1,NA,1,0,1,NA,1
"293",3930,293,"Software",1,1,2.7,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"294",3940,294,"Software",1,1,2.8,"Man",1,1,0,1,NA,1,0,1,NA,1
"295",3950,295,"Data",1,1,2.4,"Prefer not to say",1,1,0,1,NA,1,0,1,NA,1
"296",3960,296,"Software",1,1,1.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"297",3970,297,"Data",1,1,2.6,"Woman",2,0,0,1,NA,1,0,1,NA,1
"298",3980,298,"Software",0,0,2.7,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"299",3990,299,"Data",0,1,2.2,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"300",4000,300,"Software",1,1,3.4,"Woman",2,1,0,1,NA,1,0,1,NA,1
"301",4010,301,"Data",0,1,2.3,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"302",4020,302,"Software",1,0,2.8,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"303",4030,303,"Data",0,0,2.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"304",4040,304,"Software",1,1,3.4,"Woman",2,2,0,1,NA,1,0,1,NA,1
"305",4050,305,"Data",1,1,1.9,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"306",4060,306,"Data",0,1,2.6,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"307",4070,307,"Software",1,1,2.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"308",4080,308,"Data",0,0,2.7,"Prefer not to say",1,0,0,0,NA,NA,0,0,NA,NA
"309",4090,309,"Data",1,1,2.8,"Man",2,1,0,1,NA,1,0,1,NA,1
"310",4100,310,"Software",1,1,3.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"311",4110,311,"Data",1,1,2.4,"Woman",2,1,0,1,NA,1,0,1,NA,1
"312",4120,312,"Software",1,1,3.6,"Man",2,1,0,1,NA,1,0,1,NA,1
"313",4130,313,"Software",1,1,3.8,"Man",1,1,0,1,NA,1,0,1,NA,1
"314",4140,314,"Software",1,1,1.8,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"315",4150,315,"Data",0,1,2,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"316",4160,316,"Software",0,1,2.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"317",4170,317,"Software",0,0,2.3,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"318",4180,318,"Data",0,1,2.7,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"319",4190,319,"Software",1,1,3,"Man",1,1,0,1,NA,1,0,1,NA,1
"320",4200,320,"Data",0,1,2.1,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"321",4210,321,"Data",1,1,3.3,"Woman",1,1,0,1,NA,1,0,1,NA,1
"322",4220,322,"Software",1,1,1.9,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"323",4230,323,"Data",1,1,3.2,"Woman",2,1,0,1,NA,1,0,1,NA,1
"324",4240,324,"Data",0,1,2.2,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"325",4250,325,"Software",0,1,2.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"326",4260,326,"Data",0,1,3.3,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"327",4270,327,"Software",0,1,2.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"328",4280,328,"Data",1,1,2.3,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"329",4290,329,"Data",1,1,2.1,"Man",1,1,0,1,NA,1,0,1,NA,1
"330",4300,330,"Data",1,1,2,"Man",1,1,0,1,NA,1,0,1,NA,1
"331",4310,331,"Software",1,1,2.1,"Man",1,1,0,1,NA,1,0,1,NA,1
"332",4320,332,"Software",0,1,2.9,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"333",4330,333,"Software",1,1,3.3,"Man",1,1,0,1,NA,1,0,1,NA,1
"334",4340,334,"Software",1,1,1.8,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"335",4350,335,"Software",0,1,2.8,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"336",4360,336,"Data",1,1,3.6,"Woman",1,1,0,1,NA,1,0,1,NA,1
"337",4370,337,"Data",1,1,3.3,"Woman",1,1,0,1,NA,1,0,1,NA,1
"338",4380,338,"Data",0,1,2.3,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"339",4390,339,"Software",1,1,1.8,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"340",4400,340,"Data",1,1,2.9,"Man",2,1,0,1,NA,1,0,1,NA,1
"341",4410,341,"Data",1,1,3.6,"Woman",1,1,0,1,NA,1,0,1,NA,1
"342",4420,342,"Data",0,1,2.8,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"343",4430,343,"Data",1,1,3.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"344",4440,344,"Software",0,1,2.7,"Man",2,0,0,0,NA,NA,0,0,NA,NA
"345",4450,345,"Software",1,1,2.4,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"346",4460,346,"Data",1,1,3.9,"Man",2,1,0,1,NA,1,0,1,NA,1
"347",4470,347,"Software",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"348",4480,348,"Data",1,1,2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"349",4490,349,"Data",1,1,3.9,"Man",2,1,1,1,1,1,1,1,1,1
"350",4500,350,"Data",1,1,3.7,"Man",1,2,0,1,NA,1,0,1,NA,1
"351",4510,351,"Software",0,1,3.2,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"352",4520,352,"Software",1,1,2.8,"Man",1,1,0,1,NA,1,0,1,NA,1
"353",4530,353,"Data",1,1,2.7,"Woman",2,1,0,1,NA,1,0,1,NA,1
"354",4540,354,"Data",0,1,2,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"355",4550,355,"Software",0,1,1.8,"Man",0,0,0,0,NA,NA,0,0,NA,NA
"356",4560,356,"Software",1,1,2.7,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"357",4570,357,"Software",1,1,2.3,"Woman",2,0,0,1,NA,1,0,1,NA,1
"358",4580,358,"Software",1,1,3.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"359",4590,359,"Data",1,1,3.8,"Man",2,2,0,1,NA,1,0,1,NA,1
"360",4600,360,"Software",1,1,2.3,"Woman",2,0,0,1,NA,1,0,1,NA,1
"361",4610,361,"Software",1,1,3.6,"Man",1,1,0,1,NA,1,0,1,NA,1
"362",4620,362,"Software",0,1,2.1,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"363",4630,363,"Software",1,1,3.4,"Woman",2,1,0,1,NA,1,0,1,NA,1
"364",4640,364,"Data",1,0,2.9,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"365",4650,365,"Software",1,0,2.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"366",4660,366,"Data",1,1,3.6,"Woman",1,2,0,1,NA,1,0,1,NA,1
"367",4670,367,"Software",0,1,2.2,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"368",4680,368,"Data",0,1,2.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"369",4690,369,"Software",1,1,3.5,"Man",1,1,0,1,NA,1,0,1,NA,1
"370",4700,370,"Data",0,1,1.7,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"371",4710,371,"Data",1,1,2.5,"Man",1,1,0,1,NA,1,0,1,NA,1
"372",4720,372,"Software",0,0,1.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"373",4730,373,"Software",1,1,1.8,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"374",4740,374,"Software",1,1,2.1,"Woman",1,1,0,1,NA,1,0,1,NA,1
"375",4750,375,"Software",1,0,2.2,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"376",4760,376,"Software",1,1,2.2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"377",4770,377,"Software",0,1,2.4,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"378",4780,378,"Data",0,1,2.7,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"379",4790,379,"Software",0,1,3.7,"Woman",2,2,0,0,NA,NA,0,0,NA,NA
"380",4800,380,"Software",1,1,3.4,"Man",2,1,0,1,NA,1,0,1,NA,1
"381",4810,381,"Data",1,1,3.9,"Woman",2,1,0,1,NA,1,0,1,NA,1
"382",4820,382,"Data",0,1,2.3,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"383",4830,383,"Data",1,1,3.6,"Woman",2,1,0,1,NA,1,0,1,NA,1
"384",4840,384,"Software",1,1,1.8,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"385",4850,385,"Software",0,1,1.8,"Prefer not to say",1,1,0,0,NA,NA,0,0,NA,NA
"386",4860,386,"Software",0,1,3.3,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"387",4870,387,"Software",1,1,2.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"388",4880,388,"Software",1,1,3,"Woman",2,2,0,1,NA,1,0,1,NA,1
"389",4890,389,"Software",1,1,1.8,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"390",4900,390,"Software",1,1,3.7,"Man",1,2,0,1,NA,1,0,1,NA,1
"391",4910,391,"Data",1,0,3.6,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"392",4920,392,"Data",0,1,1.6,"Man",0,0,0,0,NA,NA,0,0,NA,NA
"393",4930,393,"Data",0,1,3.3,"Woman",2,2,0,0,NA,NA,0,0,NA,NA
"394",4940,394,"Software",0,1,2.8,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"395",4950,395,"Software",1,1,3.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"396",4960,396,"Software",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"397",4970,397,"Software",0,1,2.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"398",4980,398,"Software",0,1,3.4,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"399",4990,399,"Software",1,1,2.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"400",5000,400,"Software",0,1,2,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"401",5010,401,"Data",1,1,3.3,"Man",2,1,0,1,NA,1,0,1,NA,1
"402",5020,402,"Data",0,1,3.4,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"403",5030,403,"Software",1,1,3.3,"Man",2,2,0,1,NA,1,0,1,NA,1
"404",5040,404,"Software",1,1,2,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"405",5050,405,"Software",0,1,2.2,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"406",5060,406,"Software",1,1,2.3,"Man",1,1,0,1,NA,1,0,1,NA,1
"407",5070,407,"Data",0,1,2.9,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"408",5080,408,"Data",1,0,3.7,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"409",5090,409,"Data",0,1,3.7,"Man",2,2,0,0,NA,NA,0,0,NA,NA
"410",5100,410,"Software",0,1,2.5,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"411",5110,411,"Software",1,1,3.3,"Man",1,1,0,1,NA,1,0,1,NA,1
"412",5120,412,"Software",1,1,3.5,"Man",2,1,0,1,NA,1,0,1,NA,1
"413",5130,413,"Software",1,1,3.3,"Woman",2,2,1,1,1,1,1,1,1,1
"414",5140,414,"Software",1,1,2.5,"Man",1,1,0,1,NA,1,0,1,NA,1
"415",5150,415,"Software",0,1,2.2,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"416",5160,416,"Software",0,1,1.6,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"417",5170,417,"Data",1,1,3.2,"Man",2,1,0,1,NA,1,0,1,NA,1
"418",5180,418,"Data",0,0,2,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"419",5190,419,"Software",1,1,3.1,"Man",2,1,0,1,NA,1,0,1,NA,1
"420",5200,420,"Software",0,0,1.8,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"421",5210,421,"Software",0,1,2.4,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"422",5220,422,"Software",1,1,2.3,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"423",5230,423,"Software",0,1,3.5,"Man",1,2,0,0,NA,NA,0,0,NA,NA
"424",5240,424,"Software",1,1,2.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"425",5250,425,"Data",0,0,2.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"426",5260,426,"Software",1,1,2.6,"Man",1,1,0,1,NA,1,0,1,NA,1
"427",5270,427,"Software",1,1,3,"Man",2,1,0,1,NA,1,0,1,NA,1
"428",5280,428,"Software",0,1,2.5,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"429",5290,429,"Data",1,1,3.9,"Man",2,1,1,1,1,1,1,1,1,1
"430",5300,430,"Software",1,1,3.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"431",5310,431,"Data",1,1,3.8,"Woman",1,1,0,1,NA,1,0,1,NA,1
"432",5320,432,"Software",0,1,1.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"433",5330,433,"Data",1,1,2.7,"Man",1,1,0,1,NA,1,0,1,NA,1
"434",5340,434,"Software",0,1,2.3,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"435",5350,435,"Software",1,1,3.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"436",5360,436,"Software",1,1,3.1,"Woman",2,1,0,1,NA,1,0,1,NA,1
"437",5370,437,"Data",1,1,3.6,"Woman",1,2,0,1,NA,1,0,1,NA,1
"438",5380,438,"Data",1,1,3.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"439",5390,439,"Software",1,1,2.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"440",5400,440,"Software",1,1,2.8,"Woman",1,2,0,1,NA,1,0,1,NA,1
"441",5410,441,"Software",1,1,3.9,"Woman",2,2,0,1,NA,1,0,1,NA,1
"442",5420,442,"Data",1,1,3.7,"Man",1,2,0,1,NA,1,0,1,NA,1
"443",5430,443,"Data",1,0,2.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"444",5440,444,"Data",1,0,1.6,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"445",5450,445,"Software",1,1,3.4,"Man",2,1,0,1,NA,1,0,1,NA,1
"446",5460,446,"Data",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"447",5470,447,"Software",0,0,2.4,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"448",5480,448,"Software",1,1,2.1,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"449",5490,449,"Software",0,1,1.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"450",5500,450,"Data",1,1,2.5,"Woman",2,1,0,1,NA,1,0,1,NA,1
"451",5510,451,"Data",1,0,2,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"452",5520,452,"Software",0,1,1.8,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"453",5530,453,"Data",0,1,2.1,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"454",5540,454,"Software",1,1,2.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"455",5550,455,"Software",1,1,1.9,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"456",5560,456,"Data",1,1,3.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"457",5570,457,"Software",1,1,3.9,"Woman",2,1,0,1,NA,1,0,1,NA,1
"458",5580,458,"Data",1,1,4,"Woman",1,2,0,1,NA,1,0,1,NA,1
"459",5590,459,"Software",1,1,3.3,"Woman",1,1,0,1,NA,1,0,1,NA,1
"460",5600,460,"Software",0,1,1.9,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"461",5610,461,"Software",0,0,1.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"462",5620,462,"Software",1,1,3.2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"463",5630,463,"Data",1,1,3.2,"Prefer not to say",1,1,0,1,NA,1,0,1,NA,1
"464",5640,464,"Data",1,1,3.8,"Woman",2,1,1,1,1,1,1,1,1,1
"465",5650,465,"Data",0,1,2.5,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"466",5660,466,"Software",0,1,2.6,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"467",5670,467,"Data",0,1,2.8,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"468",5680,468,"Software",0,1,2.5,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"469",5690,469,"Software",1,1,1.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"470",5700,470,"Data",1,1,2.5,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"471",5710,471,"Software",1,0,2,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"472",5720,472,"Software",0,1,3.3,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"473",5730,473,"Data",0,1,1.5,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"474",5740,474,"Data",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"475",5750,475,"Software",1,1,3.8,"Man",1,2,0,1,NA,1,0,1,NA,1
"476",5760,476,"Data",1,1,3.4,"Woman",1,2,0,1,NA,1,0,1,NA,1
"477",5770,477,"Software",1,1,3.9,"Man",1,2,1,1,1,1,1,1,1,1
"478",5780,478,"Software",0,1,3.1,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"479",5790,479,"Data",1,1,3.1,"Man",1,1,0,1,NA,1,0,1,NA,1
"480",5800,480,"Data",0,1,2.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"481",5810,481,"Software",1,1,1.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"482",5820,482,"Software",0,1,3.2,"Man",2,2,0,0,NA,NA,0,0,NA,NA
"483",5830,483,"Data",1,1,1.8,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"484",5840,484,"Data",0,1,2.2,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"485",5850,485,"Software",0,0,3.1,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"486",5860,486,"Software",1,1,2.5,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"487",5870,487,"Data",0,1,1.7,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"488",5880,488,"Data",1,1,3.7,"Woman",1,2,0,1,NA,1,0,1,NA,1
"489",5890,489,"Data",1,1,2.5,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"490",5900,490,"Software",1,1,3.2,"Woman",2,1,0,1,NA,1,0,1,NA,1
"491",5910,491,"Software",1,1,1.6,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"492",5920,492,"Software",1,0,3,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"493",5930,493,"Data",0,1,2.2,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"494",5940,494,"Software",1,1,2.5,"Woman",1,1,0,1,NA,1,0,1,NA,1
"495",5950,495,"Software",1,1,1.9,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"496",5960,496,"Software",1,1,3.6,"Woman",1,1,0,1,NA,1,0,1,NA,1
"497",5970,497,"Data",1,1,1.9,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"498",5980,498,"Data",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"499",5990,499,"Data",1,1,3.7,"Woman",1,1,0,1,NA,1,0,1,NA,1
"500",6000,500,"Software",0,1,2,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"501",6010,501,"Software",1,1,2.8,"Woman",1,1,0,1,NA,1,0,1,NA,1
"502",6020,502,"Software",0,1,2.8,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"503",6030,503,"Software",1,1,1.9,"Man",0,0,0,0,NA,NA,0,0,NA,NA
"504",6040,504,"Software",1,1,2.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"505",6050,505,"Data",1,0,2.1,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"506",6060,506,"Software",0,1,2.2,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"507",6070,507,"Software",0,0,2.8,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"508",6080,508,"Software",0,0,1.9,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"509",6090,509,"Data",1,0,3.8,"Prefer not to say",1,1,0,0,NA,NA,0,0,NA,NA
"510",6100,510,"Data",1,1,2.7,"Woman",1,1,0,1,NA,1,0,1,NA,1
"511",6110,511,"Data",1,1,3,"Woman",1,1,0,1,NA,1,0,1,NA,1
"512",6120,512,"Data",1,1,3.4,"Man",1,2,0,1,NA,1,0,1,NA,1
"513",6130,513,"Data",1,1,3,"Man",2,1,0,1,NA,1,0,1,NA,1
"514",6140,514,"Software",1,1,3.8,"Woman",1,1,0,1,NA,1,0,1,NA,1
"515",6150,515,"Data",0,1,1.7,"Man",0,1,0,0,NA,NA,0,0,NA,NA
"516",6160,516,"Software",0,1,1.6,"Man",1,0,0,0,NA,NA,0,0,NA,NA
"517",6170,517,"Data",1,1,2.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"518",6180,518,"Software",0,1,2.1,"Woman",2,0,0,0,NA,NA,0,0,NA,NA
"519",6190,519,"Data",1,1,3.1,"Man",1,1,0,1,NA,1,0,1,NA,1
"520",6200,520,"Data",1,1,2.4,"Woman",1,1,0,1,NA,1,0,1,NA,1
"521",6210,521,"Software",1,1,1.6,"Man",0,0,0,0,NA,NA,0,0,NA,NA
"522",6220,522,"Software",1,1,1.6,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"523",6230,523,"Data",1,1,3.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"524",6240,524,"Data",0,1,2.1,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"525",6250,525,"Software",0,0,1.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"526",6260,526,"Software",0,0,2,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"527",6270,527,"Data",0,0,1.6,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"528",6280,528,"Data",0,1,2.1,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"529",6290,529,"Software",0,1,2.5,"Man",1,2,0,0,NA,NA,0,0,NA,NA
"530",6300,530,"Software",0,0,1.5,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"531",6310,531,"Software",0,0,2.4,"Man",0,0,0,0,NA,NA,0,0,NA,NA
"532",6320,532,"Data",0,1,3,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"533",6330,533,"Software",1,1,3,"Man",1,1,0,1,NA,1,0,1,NA,1
"534",6340,534,"Data",1,1,2.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"535",6350,535,"Software",1,1,3.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"536",6360,536,"Software",1,1,3.8,"Man",2,1,0,1,NA,1,0,1,NA,1
"537",6370,537,"Software",0,1,1.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"538",6380,538,"Software",1,1,3.5,"Woman",2,2,0,1,NA,1,0,1,NA,1
"539",6390,539,"Software",1,1,3.5,"Man",2,2,0,1,NA,1,0,1,NA,1
"540",6400,540,"Software",0,1,1.7,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"541",6410,541,"Software",1,1,2.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"542",6420,542,"Software",1,1,2.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
"543",6430,543,"Data",1,1,1.8,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"544",6440,544,"Software",1,1,2.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"545",6450,545,"Software",1,1,2.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"546",6460,546,"Software",1,1,3.5,"Man",2,1,0,1,NA,1,0,1,NA,1
"547",6470,547,"Software",1,1,1.9,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"548",6480,548,"Data",1,1,2.8,"Man",1,1,0,1,NA,1,0,1,NA,1
"549",6490,549,"Data",1,1,3.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"550",6500,550,"Software",0,1,2.2,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"551",6510,551,"Software",1,0,2.6,"Woman",2,2,0,0,NA,NA,0,0,NA,NA
"552",6520,552,"Data",1,1,3.2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"553",6530,553,"Data",0,0,1.6,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"554",6540,554,"Data",1,1,2.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"555",6550,555,"Software",0,1,3.8,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"556",6560,556,"Software",1,1,2.6,"Woman",1,1,0,1,NA,1,0,1,NA,1
"557",6570,557,"Software",1,1,3.8,"Man",2,1,0,1,NA,1,0,1,NA,1
"558",6580,558,"Software",1,1,3.9,"Woman",2,1,0,1,NA,1,0,1,NA,1
"559",6590,559,"Software",1,1,3.2,"Woman",2,1,0,1,NA,1,0,1,NA,1
"560",6600,560,"Data",1,1,2.2,"Man",1,1,0,1,NA,1,0,1,NA,1
"561",6610,561,"Software",1,0,2,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"562",6620,562,"Data",1,1,2.3,"Man",1,1,0,1,NA,1,0,1,NA,1
"563",6630,563,"Software",1,1,3.6,"Man",2,1,1,1,1,1,1,1,1,1
"564",6640,564,"Software",0,1,1.7,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"565",6650,565,"Software",0,1,2,"Prefer not to say",1,1,0,0,NA,NA,0,0,NA,NA
"566",6660,566,"Software",0,1,2.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"567",6670,567,"Software",1,1,2.3,"Man",1,1,0,1,NA,1,0,1,NA,1
"568",6680,568,"Software",1,1,3.5,"Woman",1,1,0,1,NA,1,0,1,NA,1
"569",6690,569,"Data",1,1,3.7,"Man",1,1,0,1,NA,1,0,1,NA,1
"570",6700,570,"Data",0,1,1.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"571",6710,571,"Software",1,0,3.6,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"572",6720,572,"Software",1,1,2.5,"Woman",2,1,0,1,NA,1,0,1,NA,1
"573",6730,573,"Software",1,1,3.2,"Man",2,1,0,1,NA,1,0,1,NA,1
"574",6740,574,"Data",0,1,1.8,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"575",6750,575,"Software",1,1,2.7,"Woman",1,1,0,1,NA,1,0,1,NA,1
"576",6760,576,"Data",1,1,3.8,"Woman",1,1,0,1,NA,1,0,1,NA,1
"577",6770,577,"Data",1,1,2.9,"Woman",1,1,0,1,NA,1,0,1,NA,1
"578",6780,578,"Data",1,1,3.8,"Woman",1,2,0,1,NA,1,0,1,NA,1
"579",6790,579,"Data",1,1,3.4,"Man",2,2,0,1,NA,1,0,1,NA,1
"580",6800,580,"Data",1,1,3.1,"Man",2,1,0,1,NA,1,0,1,NA,1
"581",6810,581,"Software",1,1,3.5,"Man",2,2,0,1,NA,1,0,1,NA,1
"582",6820,582,"Software",1,1,3.8,"Woman",2,1,0,1,NA,1,0,1,NA,1
